CONTA,PRODUÇÃO,IMPORTAÇÃO,VARIAÇÃO DE ESTOQUES,EXPORTAÇÃO,NÃO-APROVEITADA,REINJEÇÃO,CONSUMO FINAL NÃO-ENERGÉTICO,SETOR ENERGÉTICO,RESIDENCIAL,COMERCIAL,PÚBLICO,AGROPECUÁRIO,RODOVIÁRIO,FERROVIÁRIO,AÉREO,HIDROVIÁRIO,INDUSTRIAL - TOTAL,Ano
 COQUE DE CARVÃO MINERAL ,0,1021,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6725,1994
 URÂNIO CONTIDO NO UO2,0,0,-1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
 ELETRICIDADE,0,2732,0,0,0,0,0,667,4812,2484,1846,722,0,101,0,0,10851,1994
 CARVÃO VEGETAL ,0,4,0,-7,0,0,0,0,515,58,3,6,0,0,0,0,4751,1994
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,961,-48,-149,0,0,538,0,0,0,0,0,6643,0,0,0,0,1994
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,-17,0,-88,0,218,1912,0,0,18,0,0,0,0,0,1407,1994
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,106,62,-166,0,0,3152,0,0,0,0,0,0,0,0,0,0,1994
 ALCATRÃO ,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,200,1994
 PETRÓLEO ,33169,26201,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
 GÁS NATURAL ,7301,0,0,0,-1015,-1360,912,957,18,9,3,0,22,0,0,0,1713,1993
 CARVÃO VAPOR ,1784,134,38,0,0,0,0,0,0,0,0,0,0,0,0,0,924,1993
 CARVÃO METALÚRGICO ,37,7944,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
 URÂNIO U3O8 ,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
 ENERGIA HIDRÁULICA ,20216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
 LENHA ,24803,0,0,0,0,0,0,0,6942,99,1,1875,0,0,0,0,4885,1993
 PRODUTOS DA CANA ,19378,0,0,0,0,0,0,6845,0,0,0,0,0,0,0,0,5637,1993
 OUTRAS FONTES PRIMÁRIAS ,3008,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,2143,1993
 ÓLEO DIESEL ,0,3817,-42,-688,0,0,0,328,0,48,80,3826,17325,549,0,336,386,1993
 ÓLEO COMBUSTIVEL ,0,4970,-3282,-2604,0,0,0,1387,0,282,163,35,0,0,0,903,7501,1993
 GASOLINA ,0,0,-144,-3049,0,0,0,0,0,0,0,0,8436,0,43,0,0,1993
 GLP ,0,1884,-406,-7,0,0,0,25,5571,131,32,1,0,0,0,0,246,1993
 NAFTA ,0,2137,-801,0,0,0,5436,0,0,0,0,0,0,0,0,0,0,1993
 QUEROSENE ,0,382,-152,-601,0,0,62,12,92,0,1,1,0,0,2001,0,33,1993
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-30,0,0,408,133,53,8,0,0,0,0,0,957,1993
 COQUE DE CARVÃO MINERAL ,0,799,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,6597,1993
 URÂNIO CONTIDO NO UO2,0,0,-296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
 ELETRICIDADE,0,2370,0,-1,0,0,0,683,4612,2357,1766,688,0,103,0,0,10532,1993
 CARVÃO VEGETAL ,0,1,0,-12,0,0,0,0,531,58,3,8,0,0,0,0,4656,1993
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,742,161,-87,0,0,457,0,0,0,0,0,6228,0,0,0,0,1993
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,14,0,-88,0,203,1835,0,0,0,0,0,0,0,0,1093,1993
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,49,309,-166,0,0,2946,0,0,0,0,0,0,0,0,0,0,1993
 ALCATRÃO ,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,220,1993
 PETRÓLEO ,32466,27322,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
 GÁS NATURAL ,6924,0,-3,0,-903,-1424,915,786,5,2,1,0,0,0,0,0,1589,1992
 CARVÃO VAPOR ,1794,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,929,1992
 CARVÃO METALÚRGICO ,81,7692,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
 ENERGIA HIDRÁULICA ,19207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
 LENHA ,25089,0,0,0,0,0,0,0,7946,102,1,1921,0,0,0,0,4681,1992
 PRODUTOS DA CANA ,20064,0,0,0,0,0,0,7109,0,0,0,0,0,0,0,0,5670,1992
 OUTRAS FONTES PRIMÁRIAS ,2767,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1942,1992
 ÓLEO DIESEL ,0,1965,-98,-256,0,0,0,502,0,44,74,3462,16882,540,0,335,321,1992
 ÓLEO COMBUSTIVEL ,0,522,37,-2390,0,0,0,1121,0,269,62,32,0,0,0,759,7325,1992
 GASOLINA ,0,0,-134,-1587,0,0,0,0,0,0,0,0,8023,0,38,0,0,1992
 GLP ,0,1704,25,-3,0,0,0,18,5360,321,20,1,0,0,0,0,223,1992
 NAFTA ,0,1132,-51,-37,0,0,5263,0,0,0,0,0,0,0,0,0,0,1992
 QUEROSENE ,0,120,26,-532,0,0,66,14,102,0,1,1,0,0,1897,0,42,1992
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-27,0,0,394,138,52,8,0,0,0,0,0,936,1992
 COQUE DE CARVÃO MINERAL ,0,681,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,6239,1992
 URÂNIO CONTIDO NO UO2,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
 ELETRICIDADE,0,2066,0,-1,0,0,0,677,4460,2231,1676,648,0,103,0,0,10026,1992
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,557,60,3,9,0,0,0,0,4331,1992
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,280,-3,0,0,0,356,0,0,0,0,0,5973,0,0,0,0,1992
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,-7,0,-75,0,166,1740,0,0,0,0,0,0,0,0,993,1992
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,12,-103,-214,0,0,2956,0,0,0,0,0,0,0,0,0,0,1992
 ALCATRÃO ,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,215,1992
 PETRÓLEO ,32117,27110,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
 GÁS NATURAL ,6548,0,5,0,-986,-1212,878,708,5,2,2,0,2,0,0,0,1448,1991
 CARVÃO VAPOR ,1954,0,474,0,0,0,0,0,0,0,0,0,0,3,0,0,1292,1991
 CARVÃO METALÚRGICO ,147,7958,-185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
 URÂNIO U3O8 ,0,0,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
 ENERGIA HIDRÁULICA ,18729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
 LENHA ,26701,0,0,0,0,0,0,0,7928,108,2,2107,0,2,0,0,5228,1991
 PRODUTOS DA CANA ,20093,0,0,0,0,0,0,7525,0,0,0,0,0,0,0,0,4568,1991
 OUTRAS FONTES PRIMÁRIAS ,2423,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1618,1991
 ÓLEO DIESEL ,0,1586,91,-161,0,0,0,449,0,42,87,3377,16587,522,0,340,300,1991
 ÓLEO COMBUSTIVEL ,0,232,34,-2353,0,0,0,1101,0,272,52,21,0,0,0,705,6789,1991
 GASOLINA ,0,8,-31,-1186,0,0,0,0,0,0,0,0,8059,0,45,0,0,1991
 GLP ,0,1699,-125,0,0,0,0,24,5131,293,22,1,0,0,0,0,179,1991
 NAFTA ,0,537,-38,-4,0,0,4826,0,0,0,0,0,0,0,0,0,0,1991
 QUEROSENE ,0,122,16,-567,0,0,80,4,125,0,1,0,0,0,2014,0,55,1991
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-42,0,0,374,148,59,9,0,0,0,0,0,981,1991
 COQUE DE CARVÃO MINERAL ,0,740,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,6152,1991
 URÂNIO CONTIDO NO UO2,0,0,-754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
 ELETRICIDADE,0,2330,0,-1,0,0,0,669,4389,2095,1613,629,0,93,0,0,9894,1991
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,613,55,3,13,0,0,0,0,4718,1991
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,557,-707,0,0,0,351,0,0,0,0,0,6104,0,0,0,0,1991
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,-2,0,-7,0,222,1696,0,0,0,0,0,0,0,0,1068,1991
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,77,11,-120,0,0,2998,0,0,0,0,0,0,0,0,0,0,1991
 ALCATRÃO ,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,156,1991
 PETRÓLEO ,32550,29464,-1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
 GÁS NATURAL ,6233,0,5,0,-1036,-865,834,814,4,1,2,0,2,0,0,0,1376,1990
 CARVÃO VAPOR ,1595,0,359,0,0,0,0,0,0,0,0,0,0,5,0,0,986,1990
 CARVÃO METALÚRGICO ,320,7505,-135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
 URÂNIO U3O8 ,51,0,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
 ENERGIA HIDRÁULICA ,17777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
 LENHA ,28537,0,0,0,0,0,0,0,7960,115,2,2169,0,2,0,0,5388,1990
 PRODUTOS DA CANA ,18451,0,0,0,0,0,0,6707,0,0,0,0,0,0,0,0,4560,1990
 OUTRAS FONTES PRIMÁRIAS ,2200,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1494,1990
 ÓLEO DIESEL ,0,596,-38,-223,0,0,0,429,0,39,82,3246,15983,522,0,323,319,1990
 ÓLEO COMBUSTIVEL ,0,638,45,-2509,0,0,0,1655,0,288,54,26,0,0,0,766,6771,1990
 GASOLINA ,0,4,-66,-1741,0,0,0,0,0,0,0,0,7436,0,48,0,0,1990
 GLP ,0,1441,-34,-6,0,0,0,20,4988,338,17,1,0,0,0,0,162,1990
 NAFTA ,0,188,-13,0,0,0,4958,0,0,0,0,0,0,0,0,0,0,1990
 QUEROSENE ,0,23,-28,-490,0,0,82,3,128,0,1,0,0,0,1918,0,58,1990
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-43,0,0,340,144,55,8,0,0,0,0,0,963,1990
 COQUE DE CARVÃO MINERAL ,0,396,-425,0,0,0,0,0,0,0,0,0,0,0,0,0,5132,1990
 URÂNIO CONTIDO NO UO2,0,0,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
 ELETRICIDADE,0,2283,0,-1,0,0,0,588,4185,2049,1559,573,0,103,0,0,9661,1990
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,639,53,3,12,0,0,0,0,5430,1990
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,600,-63,0,0,0,491,0,0,0,0,0,5855,0,0,0,0,1990
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,-19,0,-297,0,246,1485,0,0,4,0,0,0,0,0,1112,1990
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,101,-232,-51,0,0,3233,0,0,0,0,0,0,0,0,0,0,1990
 ALCATRÃO ,0,0,-17,0,0,0,109,0,0,0,0,0,0,0,0,0,115,1990
 PETRÓLEO ,30623,30440,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
 GÁS NATURAL ,6060,0,0,0,-850,-950,1070,841,2,0,1,0,2,0,0,0,1112,1989
 CARVÃO VAPOR ,2221,0,61,0,0,0,0,0,0,0,0,0,0,7,0,0,1167,1989
 CARVÃO METALÚRGICO ,675,7066,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
 URÂNIO U3O8 ,355,0,-355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
 ENERGIA HIDRÁULICA ,17603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
 LENHA ,32953,0,0,0,0,0,0,0,8904,115,2,2355,0,2,0,0,5808,1989
 PRODUTOS DA CANA ,18480,0,0,0,0,0,0,7096,0,0,0,0,0,0,0,0,4288,1989
 OUTRAS FONTES PRIMÁRIAS ,2012,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1509,1989
 ÓLEO DIESEL ,0,851,18,-581,0,0,0,386,0,46,75,3588,15868,610,0,327,312,1989
 ÓLEO COMBUSTIVEL ,0,1018,8,-2602,0,0,0,1559,0,221,53,29,0,0,0,715,7029,1989
 GASOLINA ,0,2,-47,-3073,0,0,0,0,0,0,0,0,6527,0,63,0,0,1989
 GLP ,0,1420,-19,-32,0,0,0,29,4837,289,15,1,0,0,0,0,189,1989
 NAFTA ,0,123,-18,0,0,0,4890,0,0,0,0,0,0,0,0,0,0,1989
 QUEROSENE ,0,29,-229,-456,0,0,110,0,148,0,1,0,0,0,2015,0,74,1989
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-46,0,0,353,154,56,8,0,0,0,0,0,1195,1989
 COQUE DE CARVÃO MINERAL ,0,863,-116,0,0,0,0,0,0,0,0,0,0,0,0,0,6169,1989
 URÂNIO CONTIDO NO UO2,0,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
 ELETRICIDADE,0,2031,0,-130,0,0,0,574,3761,1935,1487,547,0,111,0,0,9851,1989
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,705,55,3,13,0,0,0,0,6750,1989
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,866,0,0,0,377,0,0,0,0,0,6507,0,0,0,0,1989
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,-31,-26,-193,0,237,1709,0,0,0,0,0,0,0,0,1035,1989
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,117,-15,-82,0,0,3015,0,0,0,0,0,0,0,0,0,0,1989
 ALCATRÃO ,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,191,1989
 PETRÓLEO ,28448,32796,-69,-191,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
 GÁS NATURAL ,6005,0,7,0,-903,-1060,983,871,0,0,0,0,3,0,0,0,1069,1988
 CARVÃO VAPOR ,2492,0,-150,0,0,0,0,0,0,0,0,0,0,7,0,0,1476,1988
 CARVÃO METALÚRGICO ,789,6866,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
 URÂNIO U3O8 ,183,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
 ENERGIA HIDRÁULICA ,17122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
 LENHA ,32565,0,0,0,0,0,0,0,9559,136,2,2495,0,2,0,0,6154,1988
 PRODUTOS DA CANA ,19032,0,0,0,0,0,0,6847,0,0,0,0,0,0,0,0,4947,1988
 OUTRAS FONTES PRIMÁRIAS ,2014,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1494,1988
 ÓLEO DIESEL ,0,477,149,-920,0,0,0,405,0,31,148,3384,14981,598,0,456,322,1988
 ÓLEO COMBUSTIVEL ,0,1752,-142,-2242,0,0,0,1621,0,201,182,36,0,0,0,1175,6736,1988
 GASOLINA ,0,5,-24,-4111,0,0,0,0,0,0,0,0,5809,0,62,0,0,1988
 GLP ,0,1480,-123,-43,0,0,0,14,4595,222,22,1,0,0,0,0,224,1988
 NAFTA ,0,73,5,0,0,0,4537,0,0,0,0,0,0,0,0,0,0,1988
 QUEROSENE ,0,29,-170,-564,0,0,105,0,162,0,1,0,0,0,1905,0,82,1988
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-15,0,0,364,153,53,8,0,0,0,0,0,1242,1988
 COQUE DE CARVÃO MINERAL ,0,586,106,0,0,0,0,0,0,0,0,0,0,0,0,0,6255,1988
 URÂNIO CONTIDO NO UO2,0,0,-193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
 ELETRICIDADE,0,1544,0,-1,0,0,0,563,3486,1835,1428,535,0,103,0,0,9585,1988
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,753,52,4,12,0,0,0,0,5939,1988
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,550,-47,0,0,344,0,0,0,0,0,6024,0,0,0,0,1988
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,78,0,-56,0,328,1603,0,0,0,0,0,0,0,0,1120,1988
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,83,-58,-143,0,0,3101,0,0,0,0,0,0,0,0,0,0,1988
 ALCATRÃO ,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,197,1988
 PETRÓLEO ,29104,31810,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
 GÁS NATURAL ,5738,0,160,0,-962,-948,974,934,1,0,1,0,0,0,0,0,995,1987
 CARVÃO VAPOR ,2377,0,422,0,0,0,0,0,0,0,0,0,0,6,0,0,1706,1987
 CARVÃO METALÚRGICO ,636,7146,-339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
 URÂNIO U3O8 ,1151,0,-322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
 ENERGIA HIDRÁULICA ,15962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
 LENHA ,32777,0,0,0,0,0,0,0,10179,152,3,2603,0,2,0,0,6452,1987
 PRODUTOS DA CANA ,20772,0,0,0,0,0,0,7318,0,0,0,0,0,0,0,0,5603,1987
 OUTRAS FONTES PRIMÁRIAS ,1871,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1355,1987
 ÓLEO DIESEL ,0,503,-94,-802,0,0,0,344,0,32,93,3231,14689,569,0,499,293,1987
 ÓLEO COMBUSTIVEL ,0,861,31,-1908,0,0,0,1641,0,146,111,35,0,0,0,1237,6659,1987
 GASOLINA ,0,8,-41,-4042,0,0,0,0,0,0,0,0,5931,0,63,0,0,1987
 GLP ,0,856,-188,-47,0,0,0,15,4273,173,23,0,0,0,0,0,260,1987
 NAFTA ,0,34,-99,0,0,0,4575,0,0,0,0,0,0,0,0,0,0,1987
 QUEROSENE ,0,0,-36,-688,0,0,120,1,165,0,1,1,0,0,1968,0,77,1987
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-15,0,0,351,151,53,7,0,0,0,0,0,1159,1987
 COQUE DE CARVÃO MINERAL ,0,499,-117,0,0,0,0,0,0,0,0,0,0,0,0,0,5545,1987
 URÂNIO CONTIDO NO UO2,0,0,-539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
 ELETRICIDADE,0,1446,0,-1,0,0,0,548,3301,1760,1339,505,0,102,0,0,9022,1987
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,781,58,5,13,0,0,0,0,5489,1987
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-174,-21,0,0,361,0,0,0,0,0,5686,0,0,0,0,1987
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,-27,0,-7,0,437,1561,0,0,0,0,0,0,0,2,1047,1987
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,67,-126,-136,0,0,3016,0,0,0,0,0,0,0,0,0,0,1987
 ALCATRÃO ,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,138,1987
 PETRÓLEO ,29433,30915,-661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
 GÁS NATURAL ,5644,0,16,0,-1210,-975,912,924,0,0,0,0,0,0,0,0,766,1986
 CARVÃO VAPOR ,2491,0,634,-52,0,0,0,0,0,0,0,0,0,7,0,0,1705,1986
 CARVÃO METALÚRGICO ,854,6245,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
 URÂNIO U3O8 ,365,0,-365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
 ENERGIA HIDRÁULICA ,15688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
 LENHA ,32766,0,0,0,0,0,0,0,9668,167,4,2510,0,2,0,0,6680,1986
 PRODUTOS DA CANA ,17257,0,0,0,0,0,0,5874,0,0,0,0,0,0,0,0,4976,1986
 OUTRAS FONTES PRIMÁRIAS ,1777,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1319,1986
 ÓLEO DIESEL ,0,712,-170,-794,0,0,0,380,0,35,59,2976,13948,595,0,751,276,1986
 ÓLEO COMBUSTIVEL ,0,355,121,-2211,0,0,0,1498,0,153,62,25,0,2,0,1316,5947,1986
 GASOLINA ,0,101,-71,-2900,0,0,0,0,0,0,0,0,6808,0,67,0,0,1986
 GLP ,0,672,-157,-22,0,0,0,16,4048,149,18,0,0,0,0,0,182,1986
 NAFTA ,0,3,-189,0,0,0,4062,0,0,0,0,0,0,0,0,0,0,1986
 QUEROSENE ,0,38,-287,-441,0,0,83,1,176,0,1,1,0,0,1944,0,84,1986
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-34,0,0,357,146,50,7,0,0,0,0,0,918,1986
 COQUE DE CARVÃO MINERAL ,0,64,-118,0,0,0,0,0,0,0,0,0,0,0,0,0,4946,1986
 URÂNIO CONTIDO NO UO2,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
 ELETRICIDADE,0,886,0,-1,0,0,0,546,3075,1685,1277,430,0,100,0,0,8975,1986
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,803,65,6,8,0,0,0,0,5642,1986
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,1051,-165,0,0,389,0,0,0,0,0,5584,0,0,0,0,1986
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,13,2,0,-166,0,377,1376,0,0,0,0,0,0,0,0,1019,1986
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,56,-148,-119,0,0,3062,0,0,0,0,0,0,0,0,0,0,1986
 ALCATRÃO ,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,64,1986
 PETRÓLEO ,28080,28008,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
 GÁS NATURAL ,5427,0,0,0,-1587,-894,834,801,0,0,0,0,0,0,0,0,598,1985
 CARVÃO VAPOR ,2620,0,423,0,0,0,0,0,0,0,0,0,0,13,0,0,1508,1985
 CARVÃO METALÚRGICO ,903,5954,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
 URÂNIO U3O8 ,1011,0,-1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
 ENERGIA HIDRÁULICA ,15340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
 LENHA ,32925,0,0,0,0,0,0,0,10764,161,4,2634,0,3,0,0,6356,1985
 PRODUTOS DA CANA ,19108,0,0,0,0,0,0,6710,0,0,0,0,0,0,0,0,5016,1985
 OUTRAS FONTES PRIMÁRIAS ,1589,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1168,1985
 ÓLEO DIESEL ,0,371,464,-1123,0,0,0,352,0,10,85,3006,11846,585,0,943,257,1985
 ÓLEO COMBUSTIVEL ,0,224,-460,-2220,0,0,0,1414,0,129,72,24,0,2,0,1683,5496,1985
 GASOLINA ,0,167,160,-3767,0,0,0,0,0,0,0,0,6043,0,56,0,0,1985
 GLP ,0,541,-285,-47,0,0,0,13,3778,138,19,0,0,0,0,0,157,1985
 NAFTA ,0,34,225,0,0,0,4019,0,0,0,0,0,0,0,0,0,0,1985
 QUEROSENE ,0,38,-381,-793,0,0,57,0,190,0,1,1,0,0,1801,0,83,1985
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-30,0,0,361,152,46,6,0,0,0,0,0,866,1985
 COQUE DE CARVÃO MINERAL ,0,67,-53,0,0,0,0,0,0,0,0,0,0,0,0,0,4941,1985
 URÂNIO CONTIDO NO UO2,0,0,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
 ELETRICIDADE,0,165,0,0,0,0,0,535,2807,1589,1236,385,0,99,0,0,8276,1985
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,858,68,6,9,0,0,0,0,5241,1985
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-1010,-221,0,0,416,0,0,0,0,0,4235,0,0,0,0,1985
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,72,37,0,-369,0,199,1329,0,0,0,0,0,0,0,0,958,1985
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,138,383,-193,0,0,3370,0,0,0,0,0,0,0,0,0,0,1985
 ALCATRÃO ,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,57,1985
 PETRÓLEO ,23712,33387,-1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
 GÁS NATURAL ,4866,0,0,0,-1657,-803,771,552,0,0,0,0,0,0,0,0,457,1984
 CARVÃO VAPOR ,2657,0,-391,0,0,0,0,0,0,0,0,0,0,24,0,0,1390,1984
 CARVÃO METALÚRGICO ,836,5604,-297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
 URÂNIO U3O8 ,1399,0,-1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
 ENERGIA HIDRÁULICA ,14327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
 LENHA ,33340,0,0,0,0,0,0,0,11805,174,5,2800,0,3,0,0,6160,1984
 PRODUTOS DA CANA ,16793,0,0,0,0,0,0,5344,0,0,0,0,0,0,0,0,5400,1984
 OUTRAS FONTES PRIMÁRIAS ,1429,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,943,1984
 ÓLEO DIESEL ,0,2,35,-1384,0,0,0,301,0,9,95,2572,11486,565,0,833,266,1984
 ÓLEO COMBUSTIVEL ,0,130,-386,-2738,0,0,0,1423,0,102,65,26,0,2,0,1382,5506,1984
 GASOLINA ,0,63,-80,-3324,0,0,0,0,0,0,0,0,6140,0,60,0,0,1984
 GLP ,0,276,-114,-47,0,0,0,6,3460,132,15,0,0,0,0,0,160,1984
 NAFTA ,0,4,217,0,0,0,3231,11,0,0,0,0,0,0,0,0,2,1984
 QUEROSENE ,0,0,-172,-1222,0,0,66,17,202,0,1,1,0,0,1695,0,96,1984
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-30,0,0,291,143,45,5,0,0,0,0,0,799,1984
 COQUE DE CARVÃO MINERAL ,0,41,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4440,1984
 URÂNIO CONTIDO NO UO2,0,0,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
 ELETRICIDADE,0,1,0,-9,0,0,0,491,2660,1521,1165,330,0,96,0,0,7498,1984
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,901,68,7,9,0,0,0,0,4917,1984
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-295,-509,0,0,352,0,0,0,0,0,3443,0,0,0,0,1984
