CONTA,    PRODUÇÃO  ,    IMPORTAÇÃO  ,VARIAÇÃO DE ESTOQUES,    EXPORTAÇÃO  ,    NÃO-APROVEITADA  ,    REINJEÇÃO  ,CONSUMO FINAL NÃO-ENERGÉTICO,SETOR ENERGÉTICO,    RESIDENCIAL  ,    COMERCIAL  ,    PÚBLICO,    AGROPECUÁRIO  ,      RODOVIÁRIO  ,      FERROVIÁRIO  ,      AÉREO ,      HIDROVIÁRIO  ,   INDUSTRIAL - TOTAL  ,CONSUMO NÃO-IDENTIFICADO,Ano
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-9,0,0,287,65,19,3,0,0,0,0,0,872,0,1999
 COQUE DE CARVÃO MINERAL ,0,795,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5828,0,1999
 URÂNIO CONTIDO NO UO2,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
 ELETRICIDADE,0,3437,0,0,0,0,0,896,6991,3748,2412,1089,0,101,0,0,11915,0,1999
 CARVÃO VEGETAL ,0,6,0,-5,0,0,0,0,378,61,0,5,0,0,0,0,3956,0,1999
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,189,676,-206,0,0,611,0,0,0,0,0,6798,0,0,0,0,0,1999
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,1707,-130,-107,0,0,168,2369,0,0,0,0,0,0,0,0,4226,0,1999
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,237,-44,-129,0,0,4102,0,0,0,0,0,0,0,0,0,0,0,1999
 ALCATRÃO ,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,77,0,1999
 ENERGIA SECUNDÁRIA TOTAL ,0,18374,1534,-7427,-9,0,12957,5156,13803,4434,3220,5813,43272,451,2989,1095,35979,0,1999
 TOTAL  ,146468,51840,2329,-7457,-2268,-2143,13666,13447,20341,4561,3229,7536,43412,451,2989,1095,59179,0,1999
 PETRÓLEO ,50512,28504,-233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
 GÁS NATURAL ,10708,0,0,0,-1981,-1913,743,1293,76,51,10,0,116,0,0,0,2755,0,1998
 CARVÃO VAPOR ,2066,1388,-284,0,0,0,0,0,0,0,0,0,0,0,0,0,1669,0,1998
 CARVÃO METALÚRGICO ,12,7745,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
 URÂNIO U3O8 ,23,5413,-351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
 ENERGIA HIDRÁULICA ,25066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
 LENHA ,21260,3,0,0,0,0,0,0,6213,86,0,1776,0,0,0,0,5219,0,1998
 PRODUTOS DA CANA ,25155,0,0,0,0,0,0,7477,0,0,0,0,0,0,0,0,9206,0,1998
 OUTRAS FONTES PRIMÁRIAS ,3492,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,2529,0,1998
 ENERGIA PRIMÁRIA TOTAL ,138297,43055,-863,0,-1981,-1913,743,8771,6331,139,10,1776,116,0,0,0,21380,0,1998
 ÓLEO DIESEL ,0,5350,-59,-465,0,0,0,211,0,75,153,4475,22452,350,0,297,525,0,1998
 ÓLEO COMBUSTIVEL ,0,55,-136,-3864,0,0,0,1677,0,325,245,45,0,0,0,772,8931,0,1998
 GASOLINA ,0,163,181,-1343,0,0,0,0,0,0,0,0,14772,0,61,0,0,0,1998
 GLP ,0,3081,60,-3,0,0,0,19,6202,150,206,7,0,0,0,0,748,0,1998
 NAFTA ,0,3832,-27,-3,0,0,7198,3,0,0,0,0,0,0,0,0,0,0,1998
 QUEROSENE ,0,828,-20,-882,0,0,25,0,28,0,0,0,0,0,3145,0,26,0,1998
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-16,0,0,337,71,19,3,0,0,0,0,0,998,0,1998
 COQUE DE CARVÃO MINERAL ,0,1161,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,6537,0,1998
 URÂNIO CONTIDO NO UO2,0,0,-3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
 ELETRICIDADE,0,3389,0,0,0,0,0,828,6826,3576,2342,997,0,100,0,0,11732,0,1998
 CARVÃO VEGETAL ,0,7,0,-6,0,0,0,0,380,60,0,5,0,0,0,0,3539,0,1998
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,82,117,-71,0,0,606,0,0,0,0,0,6782,0,0,0,0,0,1998
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,759,-38,-85,0,0,122,2518,0,0,0,0,0,0,0,0,2660,43,1998
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,190,167,-178,0,0,4222,0,0,0,0,0,0,0,0,0,0,0,1998
 ALCATRÃO ,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,58,0,1998
 ENERGIA SECUNDÁRIA TOTAL ,0,18903,-3372,-6907,-16,0,12365,5597,13509,4207,2950,5532,44008,450,3207,1070,35758,43,1998
 TOTAL  ,138297,61959,-4236,-6907,-1997,-1913,13108,14369,19840,4347,2961,7308,44124,450,3207,1070,57138,43,1998
 PETRÓLEO ,43589,29761,-289,-132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
 GÁS NATURAL ,9752,0,0,0,-1566,-1690,675,1189,71,73,7,0,41,0,0,0,2813,0,1997
 CARVÃO VAPOR ,2110,1272,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,1721,0,1997
 CARVÃO METALÚRGICO ,57,7877,-130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
 URÂNIO U3O8 ,0,8384,-1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
 ENERGIA HIDRÁULICA ,23991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
 LENHA ,21663,0,0,0,0,0,0,0,6061,91,0,1850,0,0,0,0,4915,0,1997
 PRODUTOS DA CANA ,25939,0,0,0,0,0,0,8604,0,0,0,0,0,0,0,0,8069,0,1997
 OUTRAS FONTES PRIMÁRIAS ,3321,0,0,0,0,0,0,0,36,1,0,0,0,0,0,0,2381,0,1997
 ENERGIA PRIMÁRIA TOTAL ,130425,47297,-1557,-132,-1566,-1690,675,9793,6169,165,7,1850,41,0,0,0,19901,0,1997
 ÓLEO DIESEL ,0,5130,64,-520,0,0,0,183,0,69,150,4659,21422,329,0,249,504,0,1997
 ÓLEO COMBUSTIVEL ,0,457,179,-2411,0,0,0,1772,0,286,253,79,0,0,0,748,9159,0,1997
 GASOLINA ,0,308,33,-515,0,0,0,0,0,0,0,0,14156,0,58,0,0,0,1997
 GLP ,0,2875,-62,-3,0,0,0,16,6176,139,124,3,0,0,0,0,655,0,1997
 NAFTA ,0,3729,126,0,0,0,7182,3,0,0,0,0,0,0,0,0,0,0,1997
 QUEROSENE ,0,723,63,-889,0,0,27,0,30,0,0,0,0,0,2867,0,31,0,1997
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-12,0,0,358,71,19,4,0,0,0,0,0,1036,0,1997
 COQUE DE CARVÃO MINERAL ,0,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6695,0,1997
 URÂNIO CONTIDO NO UO2,0,0,-6156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
 ELETRICIDADE,0,3481,0,0,0,0,0,786,6370,3283,2221,928,0,98,0,0,11654,0,1997
 CARVÃO VEGETAL ,0,7,0,-3,0,0,0,0,395,61,0,6,0,0,0,0,3915,0,1997
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,458,-929,-89,0,0,526,0,0,0,0,0,6909,0,0,0,0,0,1997
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,419,-23,-219,0,0,114,2507,0,0,0,0,0,0,0,0,2013,392,1997
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,211,82,-128,0,0,3745,0,0,0,0,0,0,0,0,0,0,0,1997
 ALCATRÃO ,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,96,0,1997
 ENERGIA SECUNDÁRIA TOTAL ,0,18980,-6621,-4783,-12,0,11817,5629,13044,3859,2754,5677,42488,427,2926,998,35764,392,1997
 TOTAL  ,130425,66277,-8178,-4915,-1578,-1690,12493,15423,19214,4025,2762,7528,42529,427,2926,998,55665,392,1997
 PETRÓLEO ,40521,29407,-1609,-106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
 GÁS NATURAL ,9088,0,0,0,-1511,-1630,772,1113,63,37,5,0,31,0,0,0,2515,0,1996
 CARVÃO VAPOR ,1792,909,107,0,0,0,0,0,0,0,0,0,0,0,0,0,1480,0,1996
 CARVÃO METALÚRGICO ,85,8322,-147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
 URÂNIO U3O8 ,0,1409,-1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
 ENERGIA HIDRÁULICA ,22856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
 LENHA ,21969,1,0,0,0,0,0,0,5987,93,0,1869,0,0,0,0,4944,0,1996
 PRODUTOS DA CANA ,23397,0,0,0,0,0,0,7629,0,0,0,0,0,0,0,0,7314,0,1996
 OUTRAS FONTES PRIMÁRIAS ,3121,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,2290,0,1996
 ENERGIA PRIMÁRIA TOTAL ,122831,40049,-3059,-106,-1511,-1630,772,8742,6083,132,5,1869,31,0,0,0,18545,0,1996
 ÓLEO DIESEL ,0,4272,-33,-356,0,0,0,170,0,70,80,4479,20165,405,0,380,455,0,1996
 ÓLEO COMBUSTIVEL ,0,1675,-154,-2162,0,0,0,1500,0,279,306,82,0,0,0,1003,8873,0,1996
 GASOLINA ,0,748,-69,-474,0,0,0,0,0,0,0,0,12946,0,51,0,0,0,1996
 GLP ,0,2743,4,0,0,0,0,9,6143,131,67,1,0,0,0,0,488,0,1996
 NAFTA ,0,2593,-136,0,0,0,5777,10,0,0,0,0,0,0,0,0,0,0,1996
 QUEROSENE ,0,578,-74,-814,0,0,37,2,53,0,0,0,0,0,2548,0,23,0,1996
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-39,0,0,373,78,25,5,0,0,0,0,0,1040,0,1996
 COQUE DE CARVÃO MINERAL ,0,1183,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,6806,0,1996
 URÂNIO CONTIDO NO UO2,0,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
 ELETRICIDADE,0,3144,0,0,0,0,0,775,5938,2990,2070,847,0,98,0,0,11158,0,1996
 CARVÃO VEGETAL ,0,5,0,0,0,0,0,0,394,59,1,7,0,0,0,0,4091,0,1996
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,673,-66,-111,0,0,577,0,0,0,0,0,7151,0,0,0,0,0,1996
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,113,-6,-98,0,0,91,2254,0,0,17,0,0,0,0,0,1827,0,1996
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,294,-27,-179,0,0,3475,0,0,0,0,0,0,0,0,0,0,0,1996
 ALCATRÃO ,0,0,0,0,0,0,166,1,0,0,0,0,0,0,0,0,72,0,1996
 ENERGIA SECUNDÁRIA TOTAL ,0,18026,186,-4198,-39,0,10125,5099,12608,3558,2549,5418,40262,504,2600,1383,34838,0,1996
 TOTAL  ,122831,58076,-2872,-4305,-1551,-1630,10897,13842,18691,3691,2554,7288,40294,504,2600,1383,53383,0,1996
 PETRÓLEO ,35775,25983,2299,-693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
 GÁS NATURAL ,7896,0,0,0,-1070,-1402,840,898,45,26,5,0,43,0,0,0,2069,0,1995
 CARVÃO VAPOR ,1966,475,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,0,1995
 CARVÃO METALÚRGICO ,68,8104,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
 URÂNIO U3O8 ,0,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
 ENERGIA HIDRÁULICA ,21835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
 LENHA ,23261,0,0,0,0,0,0,0,6107,89,0,1884,0,0,0,0,4962,0,1995
 PRODUTOS DA CANA ,21778,0,0,0,0,0,0,7169,0,0,0,0,0,0,0,0,7175,0,1995
 OUTRAS FONTES PRIMÁRIAS ,2953,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,2136,0,1995
 ENERGIA PRIMÁRIA TOTAL ,115534,34564,3109,-693,-1070,-1402,840,8068,6182,116,5,1884,43,0,0,0,17475,0,1995
 ÓLEO DIESEL ,0,3700,145,-568,0,0,0,147,0,71,183,4275,19279,439,0,318,490,0,1995
 ÓLEO COMBUSTIVEL ,0,713,107,-1782,0,0,0,1673,0,274,400,94,0,0,0,786,7898,0,1995
 GASOLINA ,0,719,-44,-816,0,0,0,0,0,0,0,0,11057,0,48,0,0,0,1995
 GLP ,0,2611,-23,0,0,0,0,9,5887,128,56,1,0,0,0,0,401,0,1995
 NAFTA ,0,2715,61,0,0,0,5943,29,0,0,0,0,0,0,0,0,0,0,1995
 QUEROSENE ,0,535,25,-728,0,0,34,0,70,0,0,0,0,0,2387,0,29,0,1995
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-35,0,0,364,80,27,4,0,0,0,0,0,1051,0,1995
 COQUE DE CARVÃO MINERAL ,0,1225,-36,0,0,0,0,0,0,0,0,0,0,0,0,0,6808,0,1995
 URÂNIO CONTIDO NO UO2,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
 ELETRICIDADE,0,3040,0,0,0,0,0,713,5467,2777,1984,788,0,104,0,0,10936,0,1995
 CARVÃO VEGETAL ,0,10,0,-6,0,0,0,0,433,56,1,7,0,0,0,0,4415,0,1995
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,1247,-6,-205,0,0,611,0,0,0,0,0,6869,0,0,0,0,0,1995
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,15,0,-136,0,291,1823,0,0,16,0,0,0,0,0,1659,0,1995
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,301,-40,-92,0,0,3006,0,0,0,0,0,0,0,0,0,0,0,1995
 ALCATRÃO ,0,0,0,0,0,0,66,1,0,0,0,0,0,0,0,0,184,0,1995
 ENERGIA SECUNDÁRIA TOTAL ,0,16821,346,-4200,-171,0,9953,4764,11940,3335,2648,5166,37206,544,2435,1105,33876,0,1995
 TOTAL  ,115534,51385,3455,-4894,-1241,-1402,10794,12832,18122,3452,2654,7050,37249,544,2435,1105,51351,0,1995
 PETRÓLEO ,34446,28488,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
 GÁS NATURAL ,7698,0,0,0,-1070,-1501,984,908,26,13,2,0,40,0,0,0,1781,0,1994
 CARVÃO VAPOR ,1942,262,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,0,1994
 CARVÃO METALÚRGICO ,76,8031,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
 URÂNIO U3O8 ,0,0,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
 ENERGIA HIDRÁULICA ,20872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
 LENHA ,24857,0,0,0,0,0,0,0,6741,91,0,1847,0,0,0,0,5082,0,1994
 PRODUTOS DA CANA ,22009,0,0,0,0,0,0,7530,0,0,0,0,0,0,0,0,7016,0,1994
 OUTRAS FONTES PRIMÁRIAS ,3031,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,2208,0,1994
 ENERGIA PRIMÁRIA TOTAL ,114935,36782,1372,0,-1070,-1501,984,8438,6793,105,3,1847,40,0,0,0,17146,0,1994
 ÓLEO DIESEL ,0,2844,-188,-818,0,0,0,245,0,69,182,4013,18105,410,0,305,471,0,1994
 ÓLEO COMBUSTIVEL ,0,2802,-25,-2647,0,0,0,1649,0,281,374,63,0,0,0,817,7337,0,1994
 GASOLINA ,0,23,176,-2360,0,0,0,0,0,0,0,0,9234,0,51,0,0,0,1994
 GLP ,0,1923,22,0,0,0,0,15,5612,129,43,0,0,0,0,0,322,0,1994
 NAFTA ,0,2566,-33,-210,0,0,6135,4,0,0,0,0,0,0,0,0,0,0,1994
 QUEROSENE ,0,341,74,-681,0,0,31,4,78,1,0,0,0,0,2045,0,37,0,1994
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-49,0,0,385,95,32,5,0,0,0,0,0,1001,0,1994
 COQUE DE CARVÃO MINERAL ,0,1020,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6725,0,1994
 URÂNIO CONTIDO NO UO2,0,0,-1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
 ELETRICIDADE,0,2731,0,0,0,0,0,666,4811,2483,1845,721,0,101,0,0,10851,0,1994
 CARVÃO VEGETAL ,0,3,0,-7,0,0,0,0,514,58,2,5,0,0,0,0,4751,0,1994
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,960,-48,-149,0,0,538,0,0,0,0,0,6643,0,0,0,0,0,1994
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,-16,0,-88,0,217,1911,0,0,18,0,0,0,0,0,1407,0,1994
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,105,61,-165,0,0,3151,0,0,0,0,0,0,0,0,0,0,0,1994
 ALCATRÃO ,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,199,0,1994
 ENERGIA SECUNDÁRIA TOTAL ,0,15324,-1296,-7041,-137,0,10150,4884,11112,3056,2472,4805,33984,512,2097,1123,33104,0,1994
 TOTAL  ,114935,52107,76,-7041,-1207,-1501,11134,13323,17906,3161,2476,6652,34024,512,2097,1123,50251,0,1994
 PETRÓLEO ,33169,26201,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
 GÁS NATURAL ,7300,0,0,0,-1015,-1359,912,956,17,8,2,0,21,0,0,0,1712,0,1993
 CARVÃO VAPOR ,1783,133,38,0,0,0,0,0,0,0,0,0,0,0,0,0,923,0,1993
 CARVÃO METALÚRGICO ,37,7944,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
 URÂNIO U3O8 ,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
 ENERGIA HIDRÁULICA ,20215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
 LENHA ,24803,0,0,0,0,0,0,0,6941,99,1,1874,0,0,0,0,4884,0,1993
 PRODUTOS DA CANA ,19377,0,0,0,0,0,0,6845,0,0,0,0,0,0,0,0,5637,0,1993
 OUTRAS FONTES PRIMÁRIAS ,3007,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,2142,0,1993
 ENERGIA PRIMÁRIA TOTAL ,109695,34279,2911,0,-1015,-1359,912,7801,6982,108,3,1874,21,0,0,0,15301,0,1993
 ÓLEO DIESEL ,0,3817,-41,-687,0,0,0,328,0,47,80,3825,17324,548,0,336,385,0,1993
 ÓLEO COMBUSTIVEL ,0,4970,-3281,-2604,0,0,0,1387,0,281,163,34,0,0,0,903,7501,0,1993
 GASOLINA ,0,0,-143,-3048,0,0,0,0,0,0,0,0,8436,0,43,0,0,0,1993
 GLP ,0,1883,-406,-6,0,0,0,24,5570,130,32,0,0,0,0,0,245,0,1993
 NAFTA ,0,2137,-800,0,0,0,5435,0,0,0,0,0,0,0,0,0,0,0,1993
 QUEROSENE ,0,382,-151,-600,0,0,62,12,91,0,0,0,0,0,2000,0,33,0,1993
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-30,0,0,407,133,52,7,0,0,0,0,0,956,0,1993
 COQUE DE CARVÃO MINERAL ,0,799,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,6596,0,1993
 URÂNIO CONTIDO NO UO2,0,0,-295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
 ELETRICIDADE,0,2370,0,0,0,0,0,682,4612,2356,1765,688,0,103,0,0,10531,0,1993
 CARVÃO VEGETAL ,0,1,0,-11,0,0,0,0,531,58,2,7,0,0,0,0,4655,0,1993
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,742,160,-86,0,0,456,0,0,0,0,0,6228,0,0,0,0,0,1993
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,13,0,-88,0,203,1835,0,0,0,0,0,0,0,0,1092,0,1993
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,49,309,-165,0,0,2945,0,0,0,0,0,0,0,0,0,0,0,1993
 ALCATRÃO ,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,219,0,1993
 ENERGIA SECUNDÁRIA TOTAL ,0,17153,-4670,-7213,-118,0,9159,4678,10938,2928,2052,4558,31989,651,2043,1239,32219,0,1993
 TOTAL  ,109695,51432,-1759,-7213,-1133,-1359,10071,12480,17921,3036,2056,6433,32011,651,2043,1239,47520,0,1993
 PETRÓLEO ,32466,27321,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
 GÁS NATURAL ,6924,0,-2,0,-903,-1423,914,785,5,1,0,0,0,0,0,0,1588,0,1992
 CARVÃO VAPOR ,1794,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,929,0,1992
 CARVÃO METALÚRGICO ,80,7692,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
 ENERGIA HIDRÁULICA ,19207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
 LENHA ,25089,0,0,0,0,0,0,0,7945,101,1,1920,0,0,0,0,4680,0,1992
 PRODUTOS DA CANA ,20063,0,0,0,0,0,0,7109,0,0,0,0,0,0,0,0,5669,0,1992
 OUTRAS FONTES PRIMÁRIAS ,2766,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1941,0,1992
 ENERGIA PRIMÁRIA TOTAL ,108393,35013,1459,0,-903,-1423,914,7894,7971,103,2,1920,0,0,0,0,14809,0,1992
 ÓLEO DIESEL ,0,1965,-97,-255,0,0,0,501,0,43,74,3461,16881,539,0,335,321,0,1992
 ÓLEO COMBUSTIVEL ,0,522,36,-2390,0,0,0,1121,0,269,62,32,0,0,0,758,7324,0,1992
 GASOLINA ,0,0,-133,-1587,0,0,0,0,0,0,0,0,8023,0,38,0,0,0,1992
 GLP ,0,1703,25,-3,0,0,0,18,5360,320,19,1,0,0,0,0,222,25,1992
 NAFTA ,0,1131,-51,-36,0,0,5263,0,0,0,0,0,0,0,0,0,0,0,1992
 QUEROSENE ,0,119,25,-531,0,0,65,14,102,0,0,0,0,0,1897,0,42,0,1992
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-27,0,0,393,137,52,8,0,0,0,0,0,936,0,1992
 COQUE DE CARVÃO MINERAL ,0,681,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,6238,0,1992
 URÂNIO CONTIDO NO UO2,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
 ELETRICIDADE,0,2065,0,0,0,0,0,676,4460,2230,1675,648,0,102,0,0,10026,0,1992
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,557,60,3,9,0,0,0,0,4330,0,1992
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,280,-2,0,0,0,355,0,0,0,0,0,5972,0,0,0,0,0,1992
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,-6,0,-74,0,165,1739,0,0,0,0,0,0,0,0,993,115,1992
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,11,-102,-213,0,0,2956,0,0,0,0,0,0,0,0,0,0,0,1992
 ALCATRÃO ,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,214,0,1992
 ENERGIA SECUNDÁRIA TOTAL ,0,8482,30,-5019,-101,0,8855,4465,10618,2976,1843,4153,30877,642,1935,1093,30650,141,1992
 TOTAL  ,108393,43496,1489,-5019,-1005,-1423,9770,12360,18590,3080,1845,6073,30877,642,1935,1093,45460,141,1992
 PETRÓLEO ,32117,27110,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
 GÁS NATURAL ,6548,0,4,0,-986,-1212,877,707,5,1,1,0,1,0,0,0,1448,0,1991
 CARVÃO VAPOR ,1954,0,474,0,0,0,0,0,0,0,0,0,0,2,0,0,1292,0,1991
 CARVÃO METALÚRGICO ,146,7957,-185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
 URÂNIO U3O8 ,0,0,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
 ENERGIA HIDRÁULICA ,18729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
 LENHA ,26701,0,0,0,0,0,0,0,7927,108,1,2107,0,1,0,0,5228,0,1991
 PRODUTOS DA CANA ,20093,0,0,0,0,0,0,7524,0,0,0,0,0,0,0,0,4568,0,1991
 OUTRAS FONTES PRIMÁRIAS ,2423,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1618,0,1991
 ENERGIA PRIMÁRIA TOTAL ,108713,35067,1539,0,-986,-1212,877,8232,7951,110,3,2107,1,4,0,0,14155,0,1991
 ÓLEO DIESEL ,0,1585,90,-161,0,0,0,449,0,41,87,3376,16586,522,0,339,300,0,1991
 ÓLEO COMBUSTIVEL ,0,232,34,-2353,0,0,0,1101,0,272,52,21,0,0,0,704,6788,0,1991
 GASOLINA ,0,7,-31,-1186,0,0,0,0,0,0,0,0,8058,0,44,0,0,0,1991
 GLP ,0,1699,-125,0,0,0,0,24,5131,292,22,0,0,0,0,0,179,0,1991
 NAFTA ,0,537,-38,-3,0,0,4826,0,0,0,0,0,0,0,0,0,0,0,1991
 QUEROSENE ,0,122,15,-566,0,0,79,4,124,0,0,0,0,0,2013,0,54,0,1991
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-42,0,0,373,147,59,8,0,0,0,0,0,981,0,1991
 COQUE DE CARVÃO MINERAL ,0,740,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,6152,0,1991
 URÂNIO CONTIDO NO UO2,0,0,-753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
 ELETRICIDADE,0,2329,0,0,0,0,0,668,4389,2095,1612,629,0,92,0,0,9893,0,1991
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,613,54,3,12,0,0,0,0,4717,0,1991
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,557,-707,0,0,0,350,0,0,0,0,0,6104,0,0,0,0,0,1991
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,-1,0,-6,0,222,1696,0,0,0,0,0,0,0,0,1067,0,1991
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,76,10,-120,0,0,2998,0,0,0,0,0,0,0,0,0,0,0,1991
 ALCATRÃO ,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,156,0,1991
 ENERGIA SECUNDÁRIA TOTAL ,0,7887,-1591,-4392,-48,0,8595,4317,10406,2816,1787,4040,30749,615,2058,1044,30293,0,1991
 TOTAL  ,108713,42955,-52,-4392,-1034,-1212,9473,12549,18357,2926,1790,6148,30750,619,2058,1044,44448,0,1991
 PETRÓLEO ,32549,29464,-1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
